version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_362,nbody.java 50000000,1.00,,,,,,,,,,2.12,4010143153 ns,15463469555,3.846 GHz,<not,(0.00%),4020.53 msec,1.003,15803473659,3.931 GHz,25,7388280889,<not,4020.68 msec,1.003,733 C,<not,<not,(0.00%),<not,<not,3058,3049,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9.0.4,nbody.java 50000000,0.99,,,,,,,,,,2.10,4045461568 ns,15957344700,3.883 GHz,<not,(0.00%),4108.92 msec,1.016,16035894939,3.902 GHz,74,7607219886,<not,4109.81 msec,1.016,1362 C,<not,<not,(0.00%),<not,<not,4734,4724,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10.0.2,nbody.java 50000000,0.99,,,,,,,,,,2.10,4104025914 ns,15964176440,3.840 GHz,<not,(0.00%),4157.24 msec,1.013,15984741766,3.845 GHz,80,7601946443,<not,4158.18 msec,1.013,1295 C,<not,<not,(0.00%),<not,<not,4716,4706,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
11.0.19,nbody.java 50000000,1.00,,,,,,,,,,2.12,4105611772 ns,15867009271,3.833 GHz,<not,(0.00%),4139.28 msec,1.008,16011216984,3.868 GHz,17,7651102589,<not,4139.50 msec,1.008,689 C,<not,<not,(0.00%),<not,<not,3643,3633,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
12.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.01,3933662893 ns,14935715191,3.749 GHz,<not,(0.00%),3983.52 msec,1.013,15318348428,3.845 GHz,23,7448791786,<not,3983.82 msec,1.013,688 C,<not,<not,(0.00%),<not,<not,3815,3805,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
13.0.2,nbody.java 50000000,0.99,,,,,,,,,,2.03,3899297785 ns,15370140324,3.916 GHz,<not,(0.00%),3924.92 msec,1.007,15179123317,3.867 GHz,16,7172042326,<not,3925.11 msec,1.007,685 C,<not,<not,(0.00%),<not,<not,3732,3722,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
14.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.11,4054462444 ns,16064386218,3.940 GHz,<not,(0.00%),4076.83 msec,1.006,15885242381,3.896 GHz,16,7601234214,<not,4077.01 msec,1.006,751 C,<not,<not,(0.00%),<not,<not,3789,3779,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
15.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.11,4124971732 ns,15724685098,3.806 GHz,<not,(0.00%),4131.40 msec,1.002,15865155251,3.840 GHz,19,7649279728,<not,4131.57 msec,1.002,766 C,<not,<not,(0.00%),<not,<not,3579,3568,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
16.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.06,4093220746 ns,15733744821,3.848 GHz,<not,(0.00%),4089.19 msec,0.999,16161703213,3.952 GHz,11,7629106172,<not,4089.35 msec,0.999,790 C,<not,<not,(0.00%),<not,<not,3416,3407,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
17.0.7,nbody.java 50000000,1.00,,,,,,,,,,2.11,4131922845 ns,16014460523,3.863 GHz,<not,(0.00%),4145.93 msec,1.003,15881632102,3.831 GHz,13,7609188050,<not,4146.07 msec,1.003,755 C,<not,<not,(0.00%),<not,<not,3533,3524,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
18.0.2-ea,nbody.java 50000000,0.99,,,,,,,,,,2.10,3934080459 ns,15509532418,3.944 GHz,<not,(0.00%),3932.69 msec,1.000,15310043843,3.893 GHz,15,7379902651,<not,3932.83 msec,1.000,817 C,<not,<not,(0.00%),<not,<not,3327,3317,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
19.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.06,3934863376 ns,15481007824,3.903 GHz,<not,(0.00%),3965.99 msec,1.008,14993605481,3.780 GHz,16,7384439966,<not,3966.18 msec,1.008,817 C,<not,<not,(0.00%),<not,<not,3859,3849,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
20.0.2,nbody.java 50000000,1.00,,,,,,,,,,2.11,3915736055 ns,15520695801,3.941 GHz,<not,(0.00%),3937.88 msec,1.006,15608465428,3.964 GHz,13,7366451549,<not,3938.02 msec,1.006,788 C,<not,<not,(0.00%),<not,<not,5490,5480,8,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
